error paint_template_error | 27.10.2015 02:43:16  |  User:   | services | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:17:58  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:17:58  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:17:58  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:17:58  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:18:03  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:18:03  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:03  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:03  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:18:03  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:18:03  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:03  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:03  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:18:03  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:18:03  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:03  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:03  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:18:23  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:18:23  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:23  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:23  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:18:23  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:18:23  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:23  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:23  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:18:23  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:18:23  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:23  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:23  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:18:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:18:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:18:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:18:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:18:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:18:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:18:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:18:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:18:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:18:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:18:25  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:18:25  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:25  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:25  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:18:26  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:18:26  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:26  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:26  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:18:26  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:18:26  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:26  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:26  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:18:26  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:18:26  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:26  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:26  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:18:32  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:18:32  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:32  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:32  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:18:32  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:18:32  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:32  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:32  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:18:32  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:18:32  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:32  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:32  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:18:32  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:18:32  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:32  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:32  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:18:32  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:18:32  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:32  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:32  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:18:32  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:18:32  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:32  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:32  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:18:37  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:18:37  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:37  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:37  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:18:37  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:18:37  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:37  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:37  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:18:37  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:18:37  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:37  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:37  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:18:38  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:18:38  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:38  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:38  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:18:38  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:18:38  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:38  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:38  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:18:38  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:18:38  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:38  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:18:38  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:19:09  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:19:09  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:19:09  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:19:09  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:19:09  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:19:09  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:19:09  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:19:09  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:19:09  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:19:09  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:19:09  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:19:09  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:19:10  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:19:10  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:19:10  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:19:10  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:19:10  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:19:10  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:19:10  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:19:10  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:19:10  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:19:10  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:19:10  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:19:10  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 07.11.2016 01:19:32  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 07.11.2016 01:19:32  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 07.11.2016 01:19:32  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
